ObjectID,Mapped,Crash Date,City/Town,Address,AOT Route,Crash Type,Collision Direction,Weather,Road Group,Report Number,Reporting Agency,Road Group ID,AOT Actual Milepoint,Animal,Time of Day,Intersection With,Impairment,Involving,Non Reportable Address,Reporting Agency ID,Road Characteristics,Road Condition,Street Address,Surface Condition,AOT Route ID,Coordinates
4248017,,"August 26, 2019, 2:00 AM",Charlotte,1989 Mt Philo Road,MOUNT PHILO RD,Property Damage Only,Single Vehicle Crash,Clear,Minor Collector - Non Fed Aid Rural TH,19A104090,VSP - A1 Williston,4,999.99,None/Other,Night,Hinesburg Road,Alcohol,None,,VTVSP0100,Not at a Junction,None,1989 Mt Philo Road,Dry,S0832,"44.327127501603954,-73.22110200323839"
4247306,,"August 26, 2019, 6:59 AM",Burlington,298 College St,COLLEGE ST.,Property Damage Only,"Left Turn and Thru, Angle Broadside -->v--",Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19BU018072,Burlington PD,2,0.55,Wild,Day,College St,None,Bicycle,,VT0040100,Not at a Junction,Unknown,298 College St,Dry,U5068,"44.4773603808796,-73.20789728605722"
4248750,,"August 26, 2019, 11:41 AM",Jericho,VT Route 15,VT-15,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19A104095,VSP - A1 Williston,10,0.27,None/Other,Day,Lawrence Heights Road (TH# 51),None,None,,VTVSP0100,Other - Explain in Narrative,None,VT Route 15,Dry,150,"44.5033791677734,-73.00131094568937"
4248746,,"August 26, 2019, 2:38 PM",Essex,70 Essex Way,Unknown,Property Damage Only,Other - Explain in Narrative,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19ES04640,Essex PD.,9,999.99,None/Other,Day,Essex Way,None,None,,VT0040200,T - Intersection,None,70 Essex Way,Dry,0,"44.502260140608435,-73.07853342388077"
4249307,,"August 26, 2019, 3:37 PM",Milton,332 Us Route 7 S,US-7,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19MT006576,Milton PD.,10,3.29,None/Other,Day,Premier Tire,None,None,,VT0040600,Not at a Junction,None,332 Us Route 7 S,Dry,70,"44.62223204514977,-73.12960522360713"
4248027,,"August 26, 2019, 3:43 PM",Colchester,ROUTE 2,US-2,Property Damage Only,Head On,Clear,"State Highway numbered route, State owned",19CC008299,Colchester PD.,10,0.6,None/Other,Day,CLAY POINT ROAD,Alcohol,None,,VT0040500,Not at a Junction,None,ROUTE 2,Dry,20,"44.597201592732375,-73.19681044711754"
4246966,,"August 26, 2019, 4:07 PM",Burlington,Hoover St,US-7,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19BU018672,Burlington PD,10,1.06,None/Other,Day,Shelburne Rd,None,None,,VT0040100,Not at a Junction,None,Hoover St,Dry,70,"44.46072816258268,-73.20807636806529"
4245362,,"August 26, 2019, 8:09 PM",Burlington,Main St,US-2,Injury,"Right Turn and Thru, Angle Broadside -->^--",Clear,"State Highway numbered route, Class 1 TH",19BU018691,Burlington PD,11,0.15,None/Other,Night,Summit St,None,Bicycle,,VT0040100,T - Intersection,None,Main St,Dry,20,"44.4762936241016,-73.20241338879642"
4246740,,"August 27, 2019, 6:02 AM",Burlington,Main St,US-2,Injury,"No Turns, Thru moves only, Broadside ^<",Clear,"State Highway numbered route, Class 1 TH",19BU018715,Burlington PD,11,0.75,None/Other,Day,East Ave,None,None,,VT0040100,T - Intersection,None,Main St,Dry,20,"44.47309801846329,-73.19143530425055"
4247961,,"August 27, 2019, 9:57 AM",South Burlington,1200 Williston Road,US-2,Injury,"Left Turn and Thru, Angle Broadside -->v--",Clear,"State Highway numbered route, Class 1 TH",19SB009151,So. Burlington PD.,11,0.75,None/Other,Day,Clear Choice MD,None,None,,VT0040300,Not at a Junction,None,1200 Williston Road,Dry,20,"44.467933014145636,-73.17623672847485"
4247956,,"August 27, 2019, 10:24 AM",South Burlington,1801 Williston Rd,Unknown,Injury,Other - Explain in Narrative,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19SB009152,So. Burlington PD.,9,999.99,None/Other,Day,Maplefields,None,Pedestrian,,VT0040300,Parking Lot,None,1801 Williston Rd,Dry,0,"44.46252773463208,-73.15357656821745"
4247960,,"August 27, 2019, 1:21 PM",Colchester,Interstate 89 NB,I-89,Property Damage Only,Same Direction Sideswipe,Clear,"State Highway numbered route, State owned",19A104116,VSP - A1 Williston,10,91.25,None/Other,Day,Mile Marker 91,None,None,,VTVSP0100,Not at a Junction,None,Interstate 89 NB,Dry,890,"44.50376467534259,-73.17689781148758"
4249529,,"August 27, 2019, 3:11 PM",Burlington,Main St,US-2,Property Damage Only,Same Direction Sideswipe,Cloudy,"State Highway numbered route, Class 1 TH",19BU018752,Burlington PD,11,0.53,None/Other,Day,University Heights,None,Heavy Truck,,VT0040100,Four-way Intersection,None,Main St,Dry,20,"44.47480959765681,-73.195250130563"
4248101,,"August 27, 2019, 5:55 PM",Colchester,East Road,EAST ROAD,Property Damage Only,Single Vehicle Crash,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19CC008348,Colchester PD.,2,2.29,None/Other,Day,Farnsworth Rd,None,None,,VT0040500,Not at a Junction,None,East Road,Dry,U5610,"44.572697466072256,-73.1273977136356"
4247978,,"August 27, 2019, 8:38 PM",Jericho,147 Browns Trace Rd,BROWNS TRCE,Property Damage Only,Other - Explain in Narrative,Clear,Federal Aid Secondary System (Class 2 TH),19A104123,VSP - A1 Williston,3,5.42,None/Other,Night,Mansfield Ests,None,None,,VTVSP0100,Not at a Junction,None,147 Browns Trace Rd,Dry,S0046,"44.49299570284942,-72.95823051456956"
4247974,,"August 27, 2019, 9:46 PM",South Burlington,792 Shelburne Rd,US-7,Property Damage Only,Head On,Clear,"State Highway numbered route, State owned",19SB009180,So. Burlington PD.,10,1.67,None/Other,Night,Maple Leaf Motel,None,None,,VT0040300,Not at a Junction,None,792 Shelburne Rd,Dry,70,"44.44494286611918,-73.20953791871293"
4247970,,"August 28, 2019, 4:28 AM",Essex,7 Sugartree Ln,Unknown,Property Damage Only,Rear-to-rear,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19ES04664,Essex PD.,9,999.99,None/Other,Night,Densmore Dr,None,None,,VT0040200,Parking Lot,None,7 Sugartree Ln,Dry,0,"44.49469111913438,-73.09956904924887"
4247940,,"August 28, 2019, 10:21 AM",Williston,500 ESSEX ROAD,Unknown,Property Damage Only,Other - Explain in Narrative,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19WT03693,Williston PD.,9,999.99,None/Other,Day,SHELL STATION,None,None,,VT0041000,Parking Lot,None,500 ESSEX ROAD,Dry,0,"44.475060874816165,-73.11358356859414"
4247964,,"August 28, 2019, 11:10 AM",Essex,45 Lincoln St,Unknown,Property Damage Only,Other - Explain in Narrative,Cloudy,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19ES04698,Essex PD.,9,999.99,None/Other,Day,Prospect St,None,None,,VT0040200,Parking Lot,None,45 Lincoln St,Dry,0,"44.4945032223791,-73.11124762417562"
4248805,,"August 28, 2019, 11:33 AM",Burlington,Battery St,BATTERY ST.,Property Damage Only,Same Direction Sideswipe,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19BU018817,Burlington PD,2,0.23,None/Other,Day,Main St,None,None,,VT0040100,Four-way Intersection,None,Battery St,Dry,U5008,"44.47572614318551,-73.21867463508332"
4249133,,"August 28, 2019, 8:04 PM",Colchester,I-89 South - North Of Exit 15,I-89,Injury,Single Vehicle Crash,Rain,"State Highway numbered route, State owned",19A104146,VSP - A1 Williston,10,90.91,None/Other,Night,Exit 15,None,None,,VTVSP0100,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",I-89 South - North Of Exit 15,Wet,890,"44.499422169245264,-73.17395088207188"
4248010,,"August 28, 2019, 8:05 PM",Burlington,S Winooski Ave,ALTERNATE US-7,Property Damage Only,Same Direction Sideswipe,Rain,"State Highway numbered route, State owned",19BU018876,Burlington PD,10,1.16,None/Other,Night,Bank St,None,Heavy Truck,,VT0040100,T - Intersection,"Road Surface Condition(wet, icy, snow, slush, etc)",S Winooski Ave,Wet,9993,"44.478268960215914,-73.21110873873744"
4248865,,"August 28, 2019, 8:57 PM",Essex,255 VT-15,VT-15,Property Damage Only,Rear End,Rain,"State Highway numbered route, Class 1 TH",19ES04715,Essex PD.,11,0.61,None/Other,Night,Susie Wilson Rd,None,None,,VT0040200,T - Intersection,None,255 VT-15,Wet,150,"44.495539707234286,-73.1611346887166"
4245585,,"August 29, 2019, 7:32 AM",Essex,12 Jericho Rd,VT-15,Property Damage Only,Rear End,Cloudy,"State Highway numbered route, State owned",19ES04719,Essex PD.,10,5.48,None/Other,Day,Alder Ln,None,None,,VT0040200,T - Intersection,None,12 Jericho Rd,Wet,150,"44.5103689914044,-73.05736028993189"
4248698,,"August 29, 2019, 8:21 AM",Colchester,COLLEGE PARKEWAY,VT-15,Injury,Rear End,Clear,"State Highway numbered route, State owned",19CC008409,Colchester PD.,10,0.76,None/Other,Day,JOHNSON AVENUE,None,None,,VT0040500,Not at a Junction,None,COLLEGE PARKEWAY,Dry,150,"44.49719300117989,-73.15905288461838"
4246442,,"August 29, 2019, 8:26 AM",Essex,44 Jericho Road,VT-15,Injury,Rear End,Clear,"State Highway numbered route, State owned",19ES04720,Essex PD.,10,5.91,None/Other,Day,,None,None,,VT0040200,Not at a Junction,None,44 Jericho Road,Dry,150,"44.50755595888482,-73.04977069487666"
4247934,,"August 29, 2019, 10:06 AM",South Burlington,Shelburne Road at MacIntosh Drive,US-7,Property Damage Only,Head On,Clear,"State Highway numbered route, State owned",19SB009244,So. Burlington PD.,10,1.13,None/Other,Day,Macintosh Ave,None,None,,VT0040300,Four-way Intersection,None,Shelburne Road at MacIntosh Drive,Dry,70,"44.43713987058531,-73.21039760954609"
4248643,,"August 29, 2019, 3:56 PM",Burlington,117 Park St,PARK ST,Property Damage Only,Head On,Clear,Street or Town Highways in FA Urban Area,19BU018955,Burlington PD,5,999.99,None/Other,Day,Summer St,None,None,,VT0040100,T - Intersection,None,117 Park St,Dry,0,"44.483758605074385,-73.21930887066836"
4248035,,"August 29, 2019, 5:13 PM",Williston,863 Harvest Lane,Unknown,Property Damage Only,Other - Explain in Narrative,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19WT03720,Williston PD.,9,999.99,None/Other,Day,Walmart Parking Lot,None,Heavy Truck,,VT0041000,Parking Lot,None,863 Harvest Lane,Dry,0,"44.44245691243583,-73.12002569359889"
4248026,,"August 30, 2019, 12:00 AM",Williston,600 Blair Park Road,Unknown,Property Damage Only,Same Direction Sideswipe,Clear,Street or Town Highways in FA Urban Area,19WT03734,Williston PD.,5,999.99,None/Other,,,None,None,,VT0041000,Not at a Junction,None,600 Blair Park Road,Dry,0,"44.45350785684861,-73.1151168548742"
4245784,,"August 30, 2019, 7:34 AM",Burlington,North Ave,NORTH AVE.,Property Damage Only,Rear End,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19BU019014,Burlington PD,2,1.63,None/Other,Day,Beltline,None,Bicycle,,VT0040100,T - Intersection,None,North Ave,Dry,U5026,"44.501078458949806,-73.23690927947709"
4248904,,"August 30, 2019, 8:02 AM",South Burlington,,I-89,Property Damage Only,Rear End,Cloudy,Ramp or Spur,19A104168,VSP - A2 St. Albans,7,0.01,None/Other,Day,Exit 14,None,None,,VTVSP0700,Off Ramp,None,,Dry,890,"44.47422024936757,-73.18129513134487"
4247924,,"August 30, 2019, 9:17 AM",Essex,122 Pearl St,Unknown,Property Damage Only,Same Direction Sideswipe,Cloudy,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19ES04757,Essex PD.,9,999.99,None/Other,Day,,None,None,,VT0040200,Parking Lot,None,122 Pearl St,Dry,0,"44.49580301087031,-73.12384725213222"
4249566,,"August 30, 2019, 9:30 AM",Burlington,61 Mansfield Ave,MANSFIELD AVE,Injury,Rear End,Clear,Street or Town Highways in FA Urban Area,19BU019245,Burlington PD,5,999.99,None/Other,Day,Loomis St,None,Bicycle,,VT0040100,Not at a Junction,None,61 Mansfield Ave,Dry,0,"44.48348918933602,-73.19921287226151"
4247704,,"August 30, 2019, 10:29 AM",South Burlington,Williston Road at Talent Skate Park,US-2,Property Damage Only,Opp Direction Sideswipe,Clear,"State Highway numbered route, Class 1 TH",19SB009295,So. Burlington PD.,11,2.43,None/Other,Day,Williston Rd,None,None,,VT0040300,Not at a Junction,None,Williston Road at Talent Skate Park,Dry,20,"44.45869606892518,-73.14527042377883"
4247984,,"August 30, 2019, 12:10 PM",Williston,26 Cypress St,Unknown,Property Damage Only,Single Vehicle Crash,Clear,"State Highway numbered route, State owned",19WT03735,Williston PD.,10,999.99,None/Other,Day,Best Buy Parking Lot,None,None,,VT0041000,Parking Lot,,26 Cypress St,Dry,0,"44.44387088016154,-73.10980235030057"
4247715,,"August 30, 2019, 3:22 PM",South Burlington,730 Shelburne Rd,US-7,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19SB009314,So. Burlington PD.,10,0.01,None/Other,Day,Swift St,None,None,,VT0040300,Not at a Junction,None,730 Shelburne Rd,Dry,70,"44.44607003479358,-73.20940308718025"
4248257,,"August 30, 2019, 3:47 PM",Colchester,1114 West Lakeshore Drive,W. LAKESHORE DR.,Injury,Single Vehicle Crash,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19CC008473,Colchester PD.,2,0.74,None/Other,Day,Marble Island Road,None,None,,VT0040500,Not at a Junction,None,1114 West Lakeshore Drive,Dry,U5606,"44.55214635607354,-73.2355801484447"
4248029,,"August 30, 2019, 3:48 PM",Burlington,Colchester Ave,COLCHESTER AVE.,Property Damage Only,Rear End,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19BU019055,Burlington PD,2,0.2,None/Other,Day,UVM MC Entrance,None,Bicycle,,VT0040100,T - Intersection,None,Colchester Ave,Dry,U5014,"44.480708886996084,-73.19671455900571"
4245720,,"August 30, 2019, 4:48 PM",Essex,41 Jericho Rd,VT-15,Property Damage Only,Other - Explain in Narrative,Clear,"State Highway numbered route, State owned",19ES04738,Essex PD.,10,5.87,None/Other,Day,Richard St,None,None,,VT0040200,Driveway,None,41 Jericho Rd,Dry,150,"44.507760649555614,-73.05052789129313"
4245608,,"August 30, 2019, 5:12 PM",Burlington,King St,KING ST,Property Damage Only,Rear End,Clear,Street or Town Highways in FA Urban Area,19BU019062,Burlington PD,5,999.99,None/Other,Day,St Paul St,None,None,,VT0040100,Not at a Junction,None,King St,Dry,0,"44.47474972176689,-73.21392437077391"
4246164,,"August 31, 2019, 10:40 AM",Williston,435 Essex Road,VT-2A,Injury,Rear End,Clear,"State Highway numbered route, State owned",19WT03746,Williston PD.,10,5.56,None/Other,Day,James Brown Drive,None,None,,VT0041000,T - Intersection,None,435 Essex Road,Dry,21,"44.47610887749769,-73.11339996729755"
4248319,,"August 31, 2019, 11:32 AM",Milton,North Rd,NORTH RD,Property Damage Only,Rear End,Clear,Minor Collector - Non Fed Aid Rural TH,19MT006662,Milton PD.,4,999.99,None/Other,Day,Quarry Ln,Alcohol,None,,VT0040600,T - Intersection,None,North Rd,Dry,S0837,"44.64444489674362,-73.09951922387853"
4245810,,"August 31, 2019, 12:55 PM",Essex,4 Carmichael Street,CARMICHAEL ST,Property Damage Only,Same Direction Sideswipe,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19ES04790,Essex PD.,9,999.99,None/Other,Day,Joyces,None,None,,VT0040200,Driveway,None,4 Carmichael Street,Dry,0,"44.507977363065486,-73.08509181586939"
4249634,,"August 31, 2019, 1:17 PM",Essex,10 Hubbells Falls,HUBBELLS FALLS DR,Injury,Head On,Clear,Street or Town Highways in FA Urban Area,19ES04791,Essex PD.,5,999.99,None/Other,Day,,None,None,,VT0040200,Other - Explain in Narrative,None,10 Hubbells Falls,Dry,0,"44.49663831633498,-73.0920322351719"
4248276,,"August 31, 2019, 4:57 PM",Hinesburg,8260 VT ROUTE 116,VT-116,Injury,Single Vehicle Crash,Clear,"State Highway numbered route, State owned",19HB00938,Hinesburg PD.,10,6.94,None/Other,Day,Rocky Mountain Lane,None,None,,VT0041200,Not at a Junction,None,8260 VT ROUTE 116,Dry,1160,"44.361337546662675,-73.1241937900551"
4246836,,"August 31, 2019, 6:53 PM",Williston,Interstate 89N,I-89,Property Damage Only,Single Vehicle Crash,Clear,"State Highway numbered route, State owned",19A104200,VSP - A1 Williston,10,80,None/Other,Day,Mile Marker 80,None,None,,VTVSP0100,Not at a Junction,Other - Explain in Narrative,Interstate 89N,Dry,890,"44.43127186955405,-73.03869208220223"
4248667,,"August 31, 2019, 8:46 PM",Richmond,1324 W Main St,I-89,Property Damage Only,Rear End,Clear,Ramp or Spur,19A104202,VSP - A1 Williston,7,0.35,None/Other,Night,Onion River Rd,None,None,,VTVSP0100,T - Intersection,None,1324 W Main St,Dry,890,"44.42448646502428,-73.01134316615084"
4245361,,"September 1, 2019, 12:49 AM",Colchester,College Parkway,VT-15,Injury,Single Vehicle Crash,Clear,"State Highway numbered route, State owned",19CC008545,Colchester PD.,10,0.38,None/Other,Night,Lime Kiln Road,Alcohol,Motorcycle,,VT0040500,Four-way Intersection,Debris,College Parkway,"Sand, mud, dirt, oil, gravel",150,"44.49278079935701,-73.16345981956114"
4249572,,"September 1, 2019, 2:45 AM",Williston,Interstate 89N,I-89,Property Damage Only,Single Vehicle Crash,Rain,"State Highway numbered route, State owned",19A104223,VSP - A1 Williston,10,82.36,None/Other,Night,Williston Rest Area,Alcohol,None,,VTVSP0100,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",Interstate 89N,Wet,890,"44.43638356944932,-73.08298581834842"
4248366,,"September 1, 2019, 12:58 PM",Essex,138 Colchester Road,VT-2A,Property Damage Only,Other - Explain in Narrative,Clear,"State Highway numbered route, State owned",19ES04820,Essex PD.,10,2.01,None/Other,Day,,None,None,,VT0040200,Not at a Junction,None,138 Colchester Road,Dry,21,"44.50912583370004,-73.11797476570182"
4249255,,"September 1, 2019, 1:12 PM",South Burlington,861 Williston Rd,US-2,Property Damage Only,"Left Turn and Thru, Angle Broadside -->v--",Clear,"State Highway numbered route, Class 1 TH",19SB009385,So. Burlington PD.,11,0.15,None/Other,Day,,None,None,,VT0040300,Four-way Intersection,None,861 Williston Rd,Dry,20,"44.4712428542626,-73.18737048531732"
4248678,,"September 1, 2019, 3:35 PM",Shelburne,Shelburne Road at Bay Road,US-7,Property Damage Only,Same Direction Sideswipe,Clear,"State Highway numbered route, State owned",19SH03705,Shelburne PD.,10,3.71,None/Other,Day,Bay Rd,None,None,,VT0040700,Four-way Intersection,None,Shelburne Road at Bay Road,Dry,70,"44.40470924241488,-73.21722535055191"
4248232,,"September 1, 2019, 10:04 PM",South Burlington,65 Suburban Square,SUBURBAN SQ,Property Damage Only,Rear End,Cloudy,Street or Town Highways in FA Urban Area,19SB009400,So. Burlington PD.,5,999.99,None/Other,Night,Helen Ave,None,None,,VT0040300,Not at a Junction,None,65 Suburban Square,Wet,0,"44.469473897627765,-73.16319305746588"
4247669,,"September 1, 2019, 11:00 PM",Milton,360 Lake Rd,LAKE ROAD,Property Damage Only,Single Vehicle Crash,Rain,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19MT006693,Milton PD.,2,1.79,None/Other,Night,360 Lake Rd,None,None,,VT0040600,Shared-use path or trail,"Road Surface Condition(wet, icy, snow, slush, etc)",360 Lake Rd,Wet,U5806,"44.660180652783026,-73.14594186006528"
4245526,,"September 2, 2019, 12:00 AM",Essex,259 VT-117,VT-117,Injury,Single Vehicle Crash,Rain,"State Highway numbered route, State owned",19ES04850,Essex PD.,10,3.46,None/Other,,Sandhill Rd,Alcohol,None,,VT0040200,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",259 VT-117,Wet,1170,"44.478966481043976,-73.04571244962194"
4245330,,"September 2, 2019, 12:10 AM",Milton,Cherry St,RAILROAD STREET,Property Damage Only,Head On,Rain,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19MT006695,Milton PD.,2,1.12,None/Other,Night,Railroad St,None,None,,VT0040600,Not at a Junction,None,Cherry St,Wet,U5812,"44.63465448680271,-73.1058556195954"
